title,address,link,Property type:,City:,Bedrooms:,Price:,Furnished:,description,latitude,longitude,Bathrooms:,Area:,Price per m²:,Deposit:,Available from:,Elevator:,Washing machine:,Dish washer:,Pets allowed:,Garage:,Terrace:,Swimming pool:,Balcony:
Rent 1 bedroom apartment of 60 m² in London,"KeyBridge, 80 Miles Street, Nine Elms, London, SW8",https://rentola.com/listings/keybridge-80-miles-street-nine-elms-london-sw8-29607c,Apartment,London,1,3131 €,,"A well-presented bright and spacious 1 double bedroom apartment to rent in Keybridge Tower, comprising 610sq.ft (56sqm). This furnished property has an open plan reception room, a smart integrated kitchen, large bedroom with fitted wardrobes, good storage throughout, Juliette style balconies with far reaching roof top views and a luxury bathroom suite with utility cupboard housing a washing machine. Residents enjoy a 24-hour concierge service, state of the art gymnasium, 15 metre swimming pool and access to the Keybridge Club Lounge. Keybridge also benefits from an on-site Gail’s Bakery and is a short walk from both Nine Elms & Vauxhall Stations providing very easy access across London.",51.482776,-0.124901,,60 m2,52 €,,,,,,,,,,
Rent 1 bedroom apartment of 94 m² in London,"Hepworth Court, Grosvenor Waterside, 30 Gatliff Road, London, SW1W",https://rentola.com/listings/hepworth-court-grosvenor-waterside-30-gatliff-road-london-sw1w-59d003,Apartment,London,1,3688 €,,"A spacious ONE DOUBLE BEDROOM apartment to rent of approx. 1012sq.ft (94sq.m), in Hepworth Court, Grosvenor Waterside. A popular development built around historic docks and located close to the banks of the River Thames by Chelsea Bridge. Available unfurnished, this larger than average one bedroom apartment definitely has the wow factor and further benefits from open plan reception room with Miele integrated appliances, access to a PRIVATE TERRACE and a luxury bathroom plus a separate shower room. Additionally there is wood flooring, comfort cooling, good storage including a utility cupboard housing a washer dryer and ample fitted wardrobes to the bedroom.",51.486793,-0.149352,,94 m2,39 €,,,,,,,,,,
Rent 2 bedroom apartment of 83 m² in SW1H,"Artillery Mansions, Victoria Street, London, SW1H",https://rentola.com/listings/artillery-mansions-victoria-street-london-sw1h-6670fd,Apartment,Sw1h,2,3363 €,,"A bright 2 double bedroom apartment to rent of approx. 895sq.ft (83.19 sq.m) in this popular residential building located in the heart of Westminster. This furnished property further comprises of a reception room with floor to ceiling windows accessing a private balcony, there is a separate integrated kitchen, 2 bathrooms (1 en-suite), wood flooring to the living area and ample storage throughout. Residents benefit from a pretty courtyard with feature fountain and the use of a 24 hour concierge service. Artillery Mansions is set back behind gates and can be accessed via Greycoat Place and Victoria Street. You will have easy access to the transport links of St James's Park, Westminster and Victoria Station which offers a speedy train service to Gatwick Airport. The Houses of Parliament and River Thames are within easy reach as well as an abundance of retails stores, restaurants and pubs on your doorstep. Garton Jones are pleased to confirm that they manage this property and are just a short walk from the development.",51.497512,-0.134747,2,83 m2,40 €,,,,,,,,,,
Rent 3 bedroom house in London,"house for rent in Liberty Mews Clapham South, SW12",https://rentola.com/listings/house-for-rent-in-london-90231d,House,London,3,4055 €,,"this newly refurbished town house is set within a private development. finished to a modern standard, offering private parking, a patio garden and access to a first floor terrace. letting or renting? we've successfully let this property, but if you are looking for something similar or have a property to let, please",51.4513804,-0.1491919,2,,,,,,,,,,,,
Rent 1 bedroom apartment in London,"apartment for rent in Lillie Road Fulham, SW6",https://rentola.com/listings/apartment-for-rent-in-london-ca7862,Apartment,London,1,2024 €,,"this stunning garden flat has a modern kitchen with built in appliances, bright reception room, a modern bathroom with walk in shower and a double bedroom with built in wardrobes. letting or renting? we've successfully let this property, but if you are looking for something similar or have a property to let, please",51.486238,-0.1992115,1,,,,,,,,,,,,
Rent 2 bedroom apartment in London,"apartment for rent in Marsh Wall Canary Wharf, E14",https://rentola.com/listings/flat-to-rent-in-marsh-wall-london-e14-ref-195484-dexters-54703a,Apartment,London,2,3517 €,,"a large two bedroom apartment on the twenty first floor of this sought after development. this modern apartment has an open plan reception room, floor to ceiling windows and breathtaking views. letting or renting? we've successfully let this property, but if you are looking for something similar or have a property to let, please",51.5033422,-0.0252131,2,,,,,,,,,,,,
Rent 2 bedroom apartment in London,"property to rent park road, st johns wood, nw8 | 2 bedroom apartment through abacus estates",https://rentola.com/listings/property-to-rent-park-road-st-johns-wood-nw8-2-bedroom-apartment-through-abacus-estates-a0923c,Apartment,London,2,4132 €,,"private patio pet friendly entrance dinig room superfast broadband lift and 24 hour porter close to local transport overlooks regents park brand new kitchen epc rating 3 cctvthis superb ground floor two bedroom apartment with a large private garden is set within a ported building opposite the stunning regents park in st john's he apartment comprises a large master bedroom with another good sized double bedroom, a brand new bespoke kitchen, spacious reception room and a bright and open dining his apartment is ideally suited to young professionals or students due to its proximity to the west end, as well as a number of top colleges and universities such as the london business school, university of westminster and the royal college of physicians. strathmore court is located within a 10 minute walk from st john’s wood underground station (jubilee line) and marylebone underground and overground station (bakerloo and national railway). lords cricket ground, along with the large variety of cafés, restaurants and boutique shops in st john’s wood are all easily vailable lease call to arrange a viewing or for more information.",51.529622,-0.167885,1,,,,,,,,,,,,
Rent 2 bedroom apartment in London 0JS,"Ossulton Way, East Finchley, London N2 0JS",https://rentola.com/listings/ossulton-way-east-finchley-london-n2-0js-be7ca8,Apartment,London 0js,2,2157 €,,"Wonderful 2 bedroom apartment with communal gardens located on Ossulton Way, Hampstead Garden Suburb.The flat comprises of 2 bedrooms,Spacious living room, separated fully fitted modern Kitchen with all appliances. Modern bathroom. Direct access to the communal gardens. Great location within easy reach of East Finchley Tube, local schools, shops, parks and places of worship. Added benefits: wooden floors, gas central heating, balcony and access to communal gardens. Free on street parking. Pets considered such as a cat or the like (subject always to Landlord approval).Available 8 March 2023, long term let, excluding bills and unfurnished. @ £1860 pcm (£429.23)",51.5898,-0.1801652,,,,,,,,,,,,,
Rent 3 bedroom apartment of 342813 m² in London,Cozy One Bed Apartment,https://rentola.com/listings/cozy-one-bed-apartment-6ab476,Apartment,London,3,4175 €,,"these contemporary apartments in the vibrant wandsworth area offer every guest their perfect home within london ybrid resi - wandsworth provides corporate serviced accommodation in london, 14 miles from london heathrow airport and just a 10-minute walk to gravity london's first active entertainment s an extended serviced apartment, you'll find everything you need for a b'leisure stay.",51.450035,-0.1878561,1,342813 m2,0 €,100 €,2023-08-15,,Yes,,,,,,
Rent 1 bedroom apartment of 513 m² in London,"Paxton Point, 3 Merryweather Place, Greenwich, London, SE10",https://rentola.com/listings/paxton-point-3-merryweather-place-greenwich-london-se10-0b2adc,Apartment,London,1,2029 €,Yes,"Available 13/3/23 / 1 Bed / 5th Flr / FurnishedPrivate Balcony / Walking Distnace to Greenwich BR and Deptford Bridge DLR StationsSite Manager / Tesco Express / CoopMaritime Greenwich a Short Walk AwayGated Entry and Entry Phone System513 sq.ftEPC BLooking for a new place to call home. Then stop now and have a gander at this wonderful property.Fresh to market and found on the 2nd floor of Paxton Point, Merryweather Place, is this wonderful, excellent condition one double bedroom luxury purpose built furnished apartment, but a mere few minutes' walk from Maritime Greenwich.Within the apartment, you will find the layout to be of an open plan style, i.e. living room/kitchen, one will find all mods cons one would expect within a modern home, giving you ample space to cook a storm for visiting family and friends.Need a good space to grab some sleep. You need not worry, as this apartment offers a very large bedroom, which is also flooded with huge amounts of natural light. Moving on from the bedroom, after a hard week’s work and a refresh is needed, feel free to fill up the bath and enjoy a relaxing soak. On the flip side, if you need a wake call, the shower over bath will certainly help you out with that.Moving away from the development, you will find the property to be equidistant from both Greenwich Station & Deptford Bridge DLR station, access to Canary Wharf or the City is short and simple with additional quick services to London Bridge, Charing Cross and Victoria as well as direct access to Bank & Cannon Street stations. Excellent connectivity for those travelling to and from work but also for the days to get out and about, now that we can.Groceries, shopping and immediate access to local bars & restaurants will never be an issue here, with the apartment being a short distance from all the amenities of Greenwich Village and the Cutty Sark.Sounding like this might be the place for you. Then grab that phone and dial [HIDDEN] to speak to the lettings teamsProperty documentsView EPC Graph",51.4760983,-0.0202671629869044,1,513 m2,3 €,2019 €,,,,,,,,,
Rent 2 bedroom apartment in London,"apartment for rent in Montrell Road Montrell Road, SW2",https://rentola.com/listings/apartment-for-rent-in-london-cfd8a1,Apartment,London,2,2203 €,,"a fully refurbished split level, two double, one single bedroom maisonette offering a separate kitchen/reception. perfect for professional sharers. letting or renting? we've successfully let this property, but if you are looking for something similar or have a property to let, please",51.4447113,-0.1266126,1,,,,,,,,,,,,
Rent 1 bedroom apartment in London,apartment for rent in London,https://rentola.com/listings/apartment-for-rent-in-london-880b2d,Apartment,London,1,2203 €,Yes,print details e,51.5522443,-0.2203242,1,,,,,,,,,,,,
Rent 4 bedroom apartment in London,"property to rent harley road, swiss cottage, nw3 | 4 bedroom apartment through abacus estates",https://rentola.com/listings/property-to-rent-harley-road-swiss-cottage-nw3-4-bedroom-apartment-through-abacus-estates-2de9b4,Apartment,London,4,12345 €,Yes,"off street parking 4 bedrooms utility room 4 bathrooms furnished or unfurnished private garden epc rating dwe are delighted to offer this well presented & modern 4/5 bedroomed townhouse (approx. 2,405 t. / 223 .) located within minutes of swiss cottage underground station as well as close to the fashionable st john's wood & primrose hill. the house is arranged over 4 floors and comprises reception room, family room, dining room, kitchen / breakfast room, 4 bedrooms with 4 en suite bathrooms, store room, private garden and off street lease call to arrange a viewing or for more information.",51.5414353,-0.1704692,4,,,,,,,,,,,,
Rent 5 bedroom house in London,"5 Bedroom detached house to rent on The Water Tower, Shooters Hill, SE18",https://rentola.com/listings/5-bedroom-detached-house-to-rent-on-the-water-tower-shooters-hill-se18-986e3f,House,London,5,5508 €,Yes,"Urban Spaces present to the market this totally unique converted water tower, offering five spacious bedrooms, lift access, three modern bathrooms, and off-street parking. This grand and architecturally designed home boasts an exceptional reception room with ample dining space, and a generously sized kitchen, complete with high-quality integrated appliances. Access to the tower can be gained either from the main house or via the terrace area outside the front entrance. The property benefits from gated parking at the rear, leading onto a beautiful landscaped garden area. Both the kitchen and living room provide access to the outside area, while the luxurious master bedroom boasts an en-suite bathroom and two walk-in wardrobes. Across the hall is a stylish family bathroom and the second largest bedroom. The tower is serviced by a lift and offers three additional bedrooms, a stunning bathroom with bare brick walls, and a spectacular glass penthouse room with a 360° terrace. This exceptional feature provides expansive and uninterrupted views across London and the nearby commons, truly a rare and unique opportunity. This outstanding property is offered unfurnished and is available now, providing the perfect opportunity to create a bespoke living space in one of London’s most unique homes. With its exceptional design and layout, this converted water tower offers a truly rare opportunity to experience luxurious living in an unparalleled setting.",51.47164,0.04848,3,,,,,,,,,,,,
Rent a room of 8 m² in London,"Double room - Single use in Borough/London Bridge, Cedar Court, 1 Royal Oak Yard, SE1",https://rentola.com/listings/double-room-single-use-in-borough-london-bridge-cedar-court-1-royal-oak-yard-se1-a6ef5f,Room,London,1,1256 €,Yes,"about the room available: 9 april 2023 room type: double room - single use size: 8.80 sqm no of occupiers allowed: 1 room ref: theci_002978 city rooms is pleased to announce the availability of this fantastic room in a spacious modern flat. located in the trendy se1 a short walk from london bridge station. this property benefits from great transport and excellent amenities within the local his is a modern double room single use, is well-presented and is totally furnished.* nice double room for one person only.* fully fitted kitchen, common bathrooms.* comfortable (easy to clean) wooden laminate flooring. * free internet* relocation service council tax band v security deposit £1,250 room features furnished window heating unit",51.499,-0.08212,1,8 m2,157 €,1250 €,2023-04-09,,,,,,,,
Rent a room of 8 m² in London,"Double room - Single use in East Acton, Mellitus Street, W12",https://rentola.com/listings/double-room-single-use-in-east-acton-mellitus-street-w12-002157,Room,London,1,1055 €,Yes,about the room available: 18 april 2023 room type: double room - single use size: 8.50 sqm no of occupiers allowed: 1 room ref: theci_009745 council tax band v room features furnished window heating unit,51.5190054,-0.2461051,1,8 m2,131 €,1050 €,2023-04-18,,,,,,,,
Rent a room of 7 m² in London,"Double room - Single use in Canary Wharf, 31 Millharbour, E14",https://rentola.com/listings/double-room-single-use-in-canary-wharf-31-millharbour-e14-4370bf,Room,London,1,1055 €,Yes,"about the room available: 18 april 2023 room type: double room - single use size: 7.25 sqm no of occupiers allowed: 1 room ref: theci_001062 this is a modern double room single use, well-presented totally furnished.* nice double room for one person only.* fully fitted kitchen and common bathroom.* free internet* near station (bus, tube)-few mins away from station* nice and friendly roommates council tax band v security deposit £1,000 room features furnished window heating unit",51.49834,-0.01814,1,7 m2,150 €,1050 €,2023-04-18,,,,,,,,
Rent a room of 10 m² in London,"Double room - Single use in Borough/London Bridge, Cedar Court, 1 Royal Oak Yard, SE1",https://rentola.com/listings/double-room-single-use-in-borough-london-bridge-cedar-court-1-royal-oak-yard-se1-da0e08,Room,London,1,1256 €,Yes,"about the room available: 15 april 2023 room type: double room - single use size: 10.60 sqm no of occupiers allowed: 1 room ref: theci_002402 this is a modern double room single use, is well-presented and is totally furnished.* nice double room for one person only.* fully fitted kitchen, common bathrooms.* comfortable (easy to clean) wooden laminate flooring. * free internet* relocation service council tax band v security deposit £1,175 room features furnished window heating unit",51.499,-0.08212,1,10 m2,125 €,1250 €,2023-04-15,,,,,,,,
Rent a room of 8 m² in London,"Double room - Single use in Canary Wharf, 5 Millenium Drive, E14",https://rentola.com/listings/double-room-single-use-in-canary-wharf-5-millenium-drive-e14-b5e053,Room,London,1,1155 €,Yes,"about the room available: 15 april 2023 room type: double room - single use size: 8.92 sqm room ref: theci_009340 this is a modern double room single use, well-presented totally furnished.* nice double room for one person only.* fully fitted kitchen and common bathroom.* free internet.* nice and friendly roommates. council tax band v security deposit £1,150 room features furnished",51.49327,-0.0043,1,8 m2,144 €,1150 €,2023-04-15,,,,,,,,
Rent a room of 10 m² in London,"Double room - Single use in Bethnal Green/Victoria Park, Sewardstone Road, E2",https://rentola.com/listings/double-room-single-use-in-bethnal-green-victoria-park-sewardstone-road-e2-ad5128,Room,London,1,1029 €,Yes,"about the room available: 9 april 2023 room type: double room - single use size: 10.01 sqm no of occupiers allowed: 1 room ref: theci_002409 this is a modern double room single use, it is well-presented and is totally furnished.* nice double room for one person only.* fully fitted kitchen.* comfortable (easy to clean) wooden laminate flooring. * free internet.* relocation service. council tax band v security deposit £950 room features furnished window heating unit",51.5329703,-0.0485894,1,10 m2,102 €,1025 €,2023-04-09,,,,,,,,
Rent a room of 11 m² in London,"Double room - Single use in Haggerston, Laxfield Court,Pownall Road, E8",https://rentola.com/listings/double-room-single-use-in-haggerston-laxfield-court-pownall-road-e8-6171d0,Room,London,1,1206 €,Yes,"about the room available: 8 april 2023 room type: double room - single use size: 11.75 sqm room ref: theci_009927 security deposit £1,125 room features furnished",51.53634,-0.06523,1,11 m2,109 €,1200 €,2023-04-08,,,,,,,,
Rent a room of 14 m² in London,"Double room - Single use in Swiss Cottage, Center Hights, 137 Finchley Road, NW3",https://rentola.com/listings/double-room-single-use-in-swiss-cottage-center-hights-137-finchley-road-nw3-fd3f95,Room,London,1,1356 €,Yes,"about the room available: 12 april 2023 room type: double room - single use size: 14.47 sqm no of occupiers allowed: 1 room ref: theci_004093 this is a modern double room single use, well-presented totally furnished.* this large double room can be used for one person only* fully fitted kitchen, common bathroom.* free internet* near station (bus, tube)-few mins away from station* nice and friendly roommates council tax band v security deposit £931.67 room features furnished window heating unit",51.54396,-0.1757,1,14 m2,96 €,1350 €,2023-04-12,,,,,,,,
Rent 3 bedroom apartment of 89 m² in Wembley,469 Ferrum | Quintain Living,https://rentola.com/listings/469-ferrum-quintain-living-43670e,Apartment,Wembley,3,3929 €,Yes,"This high spec 3 bedroom apartment is on the 4th floor of Ferrum. Inspired by New York warehouse, loft-style living, it faces South & West with a private balcony overlooking Harrow Road. A rental experience like no other. Why? Have a look at what's included in your rent: Free 250mbps wifi included Saves you £477/yr 24hr concierge & resident team No deposit & no hidden fees* Save over £2,250 or more Pet friendly Utilities set up ready to go Saves you 29 days of hassle Secure, flexible tenancies 12min to Central London Save 1hr commute per day *Subject to credit check Gardens WFH areas Social space Gym Request to book a viewing, choose either a virtual or in-person viewing. This takes the apartment 'off the market' allowing you to go through referencing and the paperwork.",51.55512,-0.2841,2,89 m2,44 €,,2023-02-10,,,,,Yes,Yes,,Yes
Rent 4 bedroom house in Ruislip,"West End Road, Ruislip, HA4",https://rentola.com/listings/west-end-road-ruislip-ha4-dc77ca,House,Ruislip,4,2667 €,Yes,"a spacious four double bedroom detached house with three bathrooms, one en-suite to master bedroom, with fitted wardrobes to two main bedrooms. the property also boasts a modern fitted kitchen leading onto a spacious lounge and dining room. other benefits include; ground floor shower room and , gas central heating, double glazed windows, parking on own driveway and large private rear garden. this property is located within close proximity of south ruislip station and within easy access of the a40, m40 and m25. available now- unfurnished",51.5502014,-0.401877,3,,,,,,,,,,,,
Rent 1 bedroom apartment in Croydon,"Underhill Court, Croydon",https://rentola.com/listings/underhill-court-croydon-b23f1d,Apartment,Croydon,1,1565 €,,"we are delighted to present to the market this exceptional one-bedroom apartment. light and airy throughout, the property benefits from an impressive living space and comprises; one large double bedroom, open plan spacious reception/modern fitted kitchen, contemporary bathroom suite and secure off-road parking for one car. east croydon station is within walking distance and offers convenient access into london via clapham junction, victoria and london bridge in one direction and gatwick and brighton in the other. east croydon tram stop is also close by and links you to wimbledon and beckenham. in addition to the excellent transportation, the property is located close to croydon town centre and a whole host of well-regarded amenities including boxpark. with demand expected to be high, we thoroughly recommend an internal viewing to avoid disappointment. this beautiful property is in exceptional condition, we thoroughly recommend",51.38333,-0.1,1,,,,,,,,,,,,
Rent 3 bedroom apartment in Mill Hill,"Property in The Ridgeway, Mill Hill, NW7 4HX",https://rentola.com/listings/property-in-the-ridgeway-mill-hill-nw7-4hx-4184d8,Apartment,Mill hill,3,5882 €,,"We Delighted to present Courtyard , an exclusive gated development of 15 Luxury Apartments, which is located off The Ridgway in the sought after Mill Hill Village. We Delighted to present Courtyard , an exclusive gated development of 15 Luxury Apartments, which is located off The Ridgway in the sought after Mill Hill Village.Set in an elevated position within the green belt and the Mill Hill Conservation Area, Mill Heights dates from 1892 and has been at times a school and a missionary training college. The renovated building, which is predominantly constructed of red brick, retains many original features and provides the apartments with a beautiful courtyard setting. This three bedroom apartment is located on the ground floor. The entrance hallway gives access to a WC, to three double bedrooms with en suite shower rooms. The entrance hallway also leads to the living room, which is opening to the kitchen, where there is another external entrance and parking bay. Viewing Please contact us on [HIDDEN] if you wish to arrange a viewing appointment for this property, or require further information. Disclaimer Robert Lehrer Properties endeavour to maintain accurate depictions of properties in Virtual Tours, Floor Plans and descriptions, however, these are intended only as a guide and purchasers must satisfy themselves by personal inspection.",51.6218703,-0.2338046,,,,,,,,,,,,,
Rent 2 bedroom apartment of 109 m² in London,"Kensington Mansions, Kensington",https://rentola.com/listings/kensington-mansions-kensington-757f9f,Apartment,London,2,3757 €,,"This beautifully refurbished apartment, strikes the perfect balance between entertaining and bedroom space.  The owners have invested in hard wood flooring, double glazing and high quality materials to create a peaceful and luxurious space.  The accommodation comprises of an entrance hall leading to a large reception room with fantastic storage units.  There is a semi open plan, fully fitted kitchen with centre island.  Both bedrooms accommodate double beds, with the master suite encompassing a walk in wardrobe and luxurious en suite bathroom.  There is a further stylish shower room / guest cloakroom and underfloor heating.

 The area: Why we love Earls Court



 Why we love... Earls Court
 Situated on the western edge of the Royal Borough, between Kensington and Chelsea is the vibrant Earls Court. Known for being the gateway to all the adventure and endless excitement London has to offer for visitors foreign and domestic alike.
Leafy garden squares, hotels, bars, restaurants and not to mention the beautiful periodic architecture all form part of this bustling neighborhood’s make up. Whether you’re visiting London for the night to see U2 or Taylor Swift at the Earls Court Exhibition Centre or you’re planning to take in the sights of London for a little longer, Earls court offers the perfect “welcome to London”.


 Evans & Peel Detective Agency
www.evansandpeel.com
The Troubadour Café
www.troubadour.co.uk/the-cafe/
Brownie Box
www.browniebox.co.uk",51.4909776,-0.1959629,2,109 m2,34 €,,,,,,,,,,
Rent 1 bedroom apartment of 58 m² in London,"Cubitt Building, Grosvenor Waterside, 10 Gatliff Road, London, SW1W",https://rentola.com/listings/cubitt-building-grosvenor-waterside-10-gatliff-road-london-sw1w-be44c5,Apartment,London,1,3131 €,Yes,"A bright and spacious one DOUBLE BEDROOM apartment to rent of approx. 627 sq.ft (58 sq.m) in Cubitt Building, one of the buildings forming the popular Grosvenor Waterside development. This part furnished apartment overlooks the dock and benefits from an OPEN PLAN reception room, kitchen with integrated appliances, a bathroom, comfort cooling and good storage including built in wardrobes to the bedroom. 24 HOUR CONCIERGE, GYM and SPA. On-site Sainsbury's Local, coffee shop and private kids club. SLOANE SQUARE and VICTORIA station with Gatwick Express are within walking distance.",51.486076,-0.148859,,58 m2,53 €,,,,,,,,,,
Rent 1 bedroom apartment in London,"apartment for rent in Calvin Street Spitalfields, E1",https://rentola.com/listings/apartment-for-rent-in-london-9148fd,Apartment,London,1,2663 €,,"a well presented one double bedroom apartment in the heart of spitalfeilds on calvin street. this property has an very large open plan living and kitchen area, floor to ceiling windows with a private balcony and great storage throughout. letting or renting? we've successfully let this property, but if you are looking for something similar or have a property to let, please",51.5215466,-0.0744681,1,,,,,,,,,,,,
Rent 2 bedroom apartment in London,"apartment for rent in Royal Drive New Southgate, N11",https://rentola.com/listings/apartment-for-rent-in-london-bbd3ef,Apartment,London,2,2725 €,,"a modern two double bedroom apartment on the ground floor with a direct access to a private garden set within an impressive period listed development. the property has a en-suite bathroom, wooden floors throughout, open plan kitchen and access to private parking. letting or renting? we've successfully let this property, but if you are looking for something similar or have a property to let, please",51.6140985,-0.1485483,1,,,,,,,,,Yes,,,
Rent 2 bedroom house in London,"2 bed house to rent in Ling Road, London, E16 (ref: Ling)",https://rentola.com/listings/2-bed-house-to-rent-in-ling-road-london-e16-ref-ling-f15317,House,London,2,1623 €,,we at john samuel estates proudly present you with this 2 bedroom terraced house located in the borough of barking and dagenham. the house consists of: 2 bedrooms1 common area1 toilet a kitchen a private garden,51.5186798,0.021063,1,,,,,,,,,,,,
Rent 2 bedroom house in Barking,"2 bed flat to rent in Ripplegate Walk, Barking, Essex, IG11 (ref: pedleyhouse)",https://rentola.com/listings/2-bed-flat-to-rent-in-ripplegate-walk-barking-essex-ig11-ref-pedleyhouse-db6178,House,Barking,2,1797 €,,"john samuel estates is proud to present this beautiful third floor two bedroom apartment in the heart of the newly developled barking riverside area. this immaculate property comes with one spacious ensuite double bedroom with in-built wardrobe space and a julliette balcony and another large double bedroom. it also includes a stunning open plan kitchen and living room space with access to a private balcony overlooking the views of barking riverside. with windows streching from the ceiling to the floor, every room has an amazing view and vast amount of light coming in. this property also comes with high security with a fob being needed to enter any part of the building. along with this there is also a private and safe underground parking available and a bike shed for residents. with transport links from the brand new barking riverside station and barking riverside pier along with bus stops close by, you can travel throughout london with ease. this property is perfect for someone looking for a spacious, modern new build. john samuel estates is your local property expert for all enquiries regarding sales and lettings. please call our lettings team on to enquire about this property or send us an e",51.5233919,0.1200346,2,,,,,,,,,,,,
Rent a room of 8 m² in London,"Single Room in North Greenwich, Olympian Way, SE10",https://rentola.com/listings/single-room-in-north-greenwich-olympian-way-se10-2f4039,Room,London,1,1105 €,Yes,"about the room available: 24 april 2023 room type: single room size: 8.05 sqm no of occupiers allowed: 1 room ref: theci_006229 this is a modern single room, well-presented totally furnished.* nice single room for one person only. * fully fitted kitchen and common bathroom.* free internet.* nice and friendly roommates. council tax band v security deposit £1,000 room features furnished window heating unit",51.4969457,0.0136951,1,8 m2,138 €,1100 €,2023-04-24,,,,,,,,
Rent a room of 12 m² in Ilford,"Double room - Single use in Hainault, Woodman Path, IG6",https://rentola.com/listings/double-room-single-use-in-hainault-woodman-path-ig6-79795a,Room,Ilford,1,1004 €,Yes,"about the room available: 22 april 2023 room type: double room - single use size: 12.67 sqm no of occupiers allowed: 1 room ref: theci_003573 this is a modern double room single use, well-presented totally furnished.* nice double room for one person only. * fully fitted kitchen, common bathroom.* free internet* near station (bus, tube)-few mins away from station* nice and friendly roommates room features furnished independant key window heating unit",51.6080069,0.0968332,1,12 m2,83 €,1000 €,2023-04-22,,,,,,,,
Rent a room of 11 m² in London,"Double Room in Stepney Green, Withy House,Globe Road, E1",https://rentola.com/listings/double-room-in-stepney-green-withy-house-globe-road-e1-807404,Room,London,1,1230 €,Yes,"about the room available: 27 april 2023 room type: double room size: 11.56 sqm no of occupiers allowed: 2 room ref: theci_005901 this is a modern double room, well-presented totally furnished.* nice double room can use for couple.* fully fitted kitchen and common bathroom.* free internet.* near station (bus, tube)-few mins away from station.* nice and friendly roommates. council tax band v security deposit £1,150 room features furnished independant key window heating unit",51.52289,-0.04757,1,11 m2,111 €,1225 €,2023-04-27,,,,,,,,
Rent a room of 14 m² in London,"Double room - Single use in Holloway, Bakersfield,Crayford Road, N7",https://rentola.com/listings/double-room-single-use-in-holloway-bakersfield-crayford-road-n7-e26c7c,Room,London,1,1180 €,Yes,"about the room available: 28 april 2023 room type: double room - single use size: 14.01 sqm no of occupiers allowed: 2 room ref: theci_009094 this is a modern double room, well-presented totally furnished.* nice double room can be use for couple.* fully fitted kitchen and common bathroom.* free internet.* near station (bus, tube)-few mins away from station.* nice and friendly roommates. council tax band v room features furnished window heating unit",51.5555366,-0.1244747,1,14 m2,84 €,1175 €,2023-04-28,,,,,,,,
Rent a room of 12 m² in London,"Ensuite Double Room in North Greenwich, Metcalfe Court,John Harrison Way, SE10",https://rentola.com/listings/ensuite-double-room-in-north-greenwich-metcalfe-court-john-harrison-way-se10-263e7f,Room,London,1,1557 €,Yes,"about the room available: 19 april 2023 room type: ensuite double room size: 12.32 sqm no of occupiers allowed: 2 room ref: theci_008606 this is a modern ensuite double room, well-presented totally furnished.* nice double room can be use for couple.* fully fitted kitchen and common bathrooms.* free internet.* nice and friendly roommates. council tax band v security deposit £1,350 room features furnished window heating unit ensuite bathroom",51.49508,0.01395,2,12 m2,129 €,1550 €,2023-04-19,,,,,,,,
Rent a room of 8 m² in London,"Double room - Single use in Langdon Park / Westferry, Bartlett Close, E14",https://rentola.com/listings/double-room-single-use-in-langdon-park-westferry-bartlett-close-e14-af7059,Room,London,1,954 €,Yes,"about the room available: 25 april 2023 room type: double room - single use size: 8.50 sqm no of occupiers allowed: 1 room ref: theci_002570 big kitchen with dining area and garden, safe residential areathis is a modern double room, well-presented totally furnished.* nice double room for one person only. * fully fitted kitchen and common bathroom. * comfortable (easy to clean) wooden laminate flooring. * central heating and double glazed windows. * free internet * relocation service* near station (bus, tube)-few mins away from station council tax band v security deposit £900 room features furnished independant key window heating unit",51.514729,-0.0214931,1,8 m2,119 €,950 €,2023-04-25,,,,,,,,
Rent a room of 15 m² in London,"Double room - Single use in West Ham, Meredith Street, E13",https://rentola.com/listings/double-room-single-use-in-west-ham-meredith-street-e13-487a02,Room,London,1,1055 €,Yes,"about the room available: 20 april 2023 room type: double room - single use size: 15.33 sqm no of occupiers allowed: 2 room ref: theci_002637 this is a modern room, well-presented totally furnished.* nice double room can be use for couple * fully fitted kitchen, common bathroom with separate toilet. * confortable (easy to clean) wooden laminate flooring. * central heating and double glazed windows. * free internet* relocation service* near station (bus, tube)-few mins away from station council tax band v security deposit £1,075 room features furnished independant key window heating unit",51.52475,0.02153,1,15 m2,70 €,1050 €,2023-04-20,,,,,,,,
Rent 1 bedroom apartment in London,"apartment for rent in Ladbroke Crescent Notting Hill, W11",https://rentola.com/listings/apartment-for-rent-in-london-978b93,Apartment,London,1,2317 €,,"a beautiful one bedroom victorian conversion on a quiet street in notting hill, with a good size reception room, separate kitchen, high ceilings, large sash windows full of natural light. letting or renting? we've successfully let this property, but if you are looking for something similar or have a property to let, please",51.5161163,-0.2100658,1,,,,,,,,,,,,
Rent 1 bedroom apartment in London,"Buckland Crescent, Swiss Cottage, London NW3",https://rentola.com/listings/buckland-crescent-swiss-cottage-london-nw3-9ef12a,Apartment,London,1,206050 €,Yes,SN Estates presents this fantastic 1 bedroom apartment set in period conversion. Spacious reception room. Fully furnished. 3 Piece bathroom suite. Wooden Floors. 5 mins walk to Swiss Cottage station.,51.545662,-0.173445,,,,,,,,,,,,,
